ref:FR:prix-carburants,brand,name,operator,branch
26420001,,,,
38350007,,,,
80320004,,,,
63119001,,,,
42590001,,,,
57740008,,,,
80800007,,,,
2110002,,,,
26330001,,,,
38830002,,,,
79190001,,,,
30128001,,,,
1300004,,,,
62610005,,,,
38300026,,,,
82400003,,,,
76910002,,,,
57740010,,,,
27400011,,,,
77700006,,,,
92000028,,,,
67260009,,,,
50220003,,,,
30130015,,,,
20213006,,,,
84360004,,,,
62153004,,,,
24750004,,,,
26600016,,,,
77160005,,,,
37270005,,,,
95470009,,,,
30430003,,,,
2580002,,,,
95330010,,,,
56150005,,,,
59233004,,,,
26400011,,,,
89100013,,,,
84000011,,,,
75014010,,,,
91150014,,,,
77150006,,,,
71210011,,,,
62260004,,,,
42600011,,,,
77260012,,,,
43290002,,,,
62152006,,,,
3190005,,,,
71640004,,,,
38490013,,,,
78330003,,,,
75017019,,,,
39260003,,,,
7700004,,,,
95640002,,,,
43210003,,,,
13015020,,,,
76330003,,,,
71000026,,,,
63160004,,,,
39800004,,,,
78630008,,,,
38160007,,,,
59300025,,,,
77340009,,,,
83460002,,,,
46500001,,,,
80230006,,,,
33730001,,,,
1480006,,,,
38680001,,,,
59115002,,,,
27810001,,,,
39200007,,,,
80270003,,,,
44290001,,,,
93600019,,,,
37200004,,,,
42190006,,,,
43000011,,,,
2110002,,,,
82400003,Intermarché,Intermarché carburants,,
39100007,Intermarché,Netto,,
83600028,Auchan,Auchan,,
39800003,Intermarché,Netto,Netto,
84000011,Intermarché,Intermarché,,
76210002,Avia,Avia,Albik SARL,
79190001,Station U,Station U,,
77260010,BP,Station BP,BP,
39200002,Avia,Garage Parisi Claude,Avia,
83910001,Carrefour Contact,Carrefour Contact,,
71000026,TotalEnergies,TotalEnergies,,
63119001,Total,Garage Chateaugay Autos,,
95470009,Shell,Shell Truck,,
77700006,Super U,Super U,,
91150005,Carrefour,Carrefour,,
69120010,Eni,,,
38490010,Avia,Avia,,
27810001,,,Elan,
38490013,Avia,Avia,,
38490013,Avia,Avia,,
42440008,Shell,Shell,,
38680001,,Comptoir Energie,,
74960012,Eni,Eni,,
37270007,TotalEnergies,Total,,
76170002,Intermarché,Intermarché,Groupement des Mousquetaires,
93600010,Esso,Esso,,
13015013,Agip,Agip,Agip,
26600003,Avia,Station Avia,,
84360003,Avia,Avia,,
76910002,Total Energie,,,
24750004,,,,
83230003,,Station BERGON,,
43210002,,,Colruyt,
71290001,DATS 24,Dats 24,,
62153003,TotalEnergies,TotalEnergies,,
95640001,Carrefour Market,,,
71460003,Elan,Elan,,
61130001,,,,
77160004,Agip,Agip,,
59233003,Carrefour,Carrefour,,
95470004,Shell,Esso,,
39700007,Intermarché,Station Intermarché,,
43000009,TotalEnergies,Relais TotalEnergies du Puy,TotalEnergies,
80320002,Carrefour,Carrefour,,
38350006,Netto,Netto,,
84120004,,Station énergie,,
27400009,Dyneff,Dyneff,Dyneff,
77720002,,,Groupement des Mousquetaires,
50220003,Elan,Elan,,
62610001,Carrefour,Carrefour,,
44290001,Super U,Super U Guéméné-Penfao,Super U,
26420001,,Station service,Communauté des communes du Vercors,
42190005,Esso,,,
38830002,,Intermarché,,
75016025,BP,BP,,
62152005,Spar,Spar,Spar,
78630008,TotalEnergies,TotalEnergies,,
94100008,Avia,Avia,,
38300023,Esso Express,Esso Express,,
84130007,Auchan,Auchan,Auchan,
74440004,TotalEnergies,TotalEnergies,,
27700001,Carrefour Market,Carrefour Market,,
26330001,,Station service,,
74120010,Auchan,Auchan,,
91470008,Carrefour,Station Service Carrefour Market Limours,,
82600002,TotalEnergies,TotalEnergies,,
83480003,Eni,Eni,,
39260001,Intermarché,Intermarché,,
37200004,TotalEnergies,TotalEnergies,,Centre Atlantique
7700002,Intermarché,Intermarché,,
30130003,Carrefour,Carrefour,Carrefour,
83560005,Carrefour,Carrefour,Carrefour,
30130011,,Pont Cassé,,
42590001,TotalEnergies,TotalEnergies,,
62260004,Super U,Super U,Super U,
93600014,BP,BP,,
63160003,Avia,Station Service Avia Béal et Fils,,
27930009,Total,Total,,
95330009,Esso,Esso,,
76360002,Total,Total Contact,,
43000006,Avia,Avia,Avia,
,,,,
,,,,
,Intermarché,Intermarché,,
94190003,Intermarché,Intermarché,Groupement des Mousquetaires,
,,,,
,Engie,,Engie,
,,,,
,,,,
,,,,
,Dyneff,Dyneff,Dyneff,
,Esso Express,Esso Express,Esso Express,
66000015,,,,
,Intermarché,Intermarché,Intermarché,
,BP,BP A50 Aire de la baie de La Ciota,,
,,,,
,Elan,Elan,,
,,,,
,,Station GNV,endesa,
,Elf,S.A.R.L Gad,Total,
,,,,
94100012,Carrefour,Carrefour des Nations,,
,Élan,,,
94430002,,,,
,,,,
,,Essence pour bateau,,
,,,,
,Total,Station Service,,
,Repsol,Repsol,Repsol,
,Meroil,Meroil Puigcerdà,Meroil,
,AS24,AS24,AS24,
,,,,
,,la Jonquera,,
,,,,
,,,,
,,,,
13700006,Independent,DLG,Socarmec,
,TotalEnergies,Total Access,,
,Elan,Elan,Elan,
,,,,
,,,,
64800004,Élan,,SARL FERRAN,
,Super U,Super U,Super U,
,Total,Total,Total Energie,
11800003,Intermarché,Intermarché,,
,Total Énergies,AS24,,
,Proxi,Proxi,,
,,,,
31106001,Casino,,,
,,,,
,Total,Total,,
,,,,
,Elan,Elan,Mr LABORDE Jean,
,,Station service municipale de Rouffiac,Mairie de Rouffiac des Corbières,
9000002,,,,
,Avia,Station du Minervois,Avia,
,Total,,,
,,Cosmos,,
,Moeve,Moeve,,
,,Station des Îles,,
,Elan,,,
,,Bourrel,,
,TotalEnergies,TotalEnergies,,
,,,,
11000017,E.Leclerc,E.Leclerc,E.Leclerc,
,,,,
,,,Total,
,Elan,Elan,Elan,
,Nervol,,,
,,,,
,Gasopas,,Gasopas,
,Total,Total,,
,Total,Total,,
,Elf,Elf,,
,BP,BP,,
66500003,Intermarché,Intermarché,Groupement des Mousquetaires,
,,UL91,,
,AS24,,,
,Total,100LL,,
,,Avia Thevenin Ducrot Distribution,,
,Avia,Avia,,
,,Cieutat,,
32730004,Dyneff,Dyneff,,
,,,,
,BP,BP,,
,Garage Dunoyer,,,
,Elan,Elan,Ets KIEBEL Yolande,
80136003,LM,,LM,
95310008,Esso,,,
,Tamoil,Tamoil,,
,,,,
,,,,
,BP,BP,BP,
,,AVIA,,
,,Shell,Shell,
,Engie,,Engie,
83340006,Avia,,,
,AS 24,AS 24,,
,AS 24,AS24,,
,,,,
,,,Spar,
,,Station Service du Planet,,
,Euro Répart - Garage Rossel et Fils,,,
,Engie,Station GNV Le Rheu,,
,Elan,Elan,,
,,,,
,,,,
,Elan,Elan,Elan,
,TotalEnergies,TotalEnergies,,
,Avia,,,
10130005,,Station du Péage,,
89310001,Avia,Avia,,
,,100LL - Avgas,,
,Avia,Gpl,,
,Total Access,Total Access,,
75020007,Indépendant,,,
,,,Total,
,Esso,Esso,,
59750005,Total Access,Total Access,,
,,,,
,Air liquide,,,
59620003,Intermarché,Intermarché,,
,Carrefour,Carrefour,,
,,Essence,,
75011003,Elan,Elan,,
,,,,
93600002,Total,Total,,
35750002,Total,,,
,,garage angoumare,,
,Independent,Garage Angoumare,sarl,
51230003,Intermarché,,,
,E.Leclerc,Station Service E. Leclerc,,
,TotalEnergies,Total Contact,,
,TotalEnergies,TotalEnergies,,
,,,,
,,Avia thevenin ducrot distribution,,
,AS24,AS24,AS24,
,AS24,AS24,AS24,
,,,,
10400005,,,,
,,,,
22980001,Elan,,,
,Super U,Super U,super u,
,AS 24,AS 24,,
,Total,,,
,,,,
,Elan,Elan,,
75019017,TotalEnergies,Relais des Chaufourniers,Total,
,,Elephant Bleu,,
94120011,Total,Total,,
,Elan,Garage Feurprier,,
,Elan,Elan,,
,Evergaz,Station GNV/BioGNV,,
58430002,Total,,,
,,,,
,,Station-service Joubert essence,Joubert,
,,Station-service Joubert diesel,Joubert,
49330003,TotalEnergies,TotalEnergies,,
,Total,Total,Total,
,,,,
,Elan,Elan,,
,Élan,,,
,,,,
2200011,Total,Relais Maupas,,
,AS 24,AS 24,,
,AS 24,AS 24,,
,,,,
,Esso,,,
77100024,BP,BP,,
,,,,
58000002,Carrefour,,,
,,,,
10120001,Total,TotalEnergies,TotalEnergies,
,Total,,,
59151003,Total Access,Total Access,Total,
,,,,
,Dyneff,Dyneff,,
,Elan,Elan,,
,,,,
,,,,
89420001,Avia,Avia,,
,AS24,AS24,,
,Elan,Elan,GARAGE AJ45,
,,,AD,
,,,,
,,Parking du Marché de la Madeleine,,
,Elan,ELAN - relais Pigalle 2,,
,TotalEnergies,Relais Total de Venoy,Total,
,Total,,,
,,,,
45120009,Intermarché,,,
,,,,
,,,,
,,,,
,,Avia thevenin ducrot distribution,,
18140003,Esso,Esso,,
75020014,Total,Total Mortier,,
,,,,
,Elan,Station Elan,Elan,
,Avia,,,
,Texaco,,,
,Esso,Esso,Esso,
,BP,BP,BP,
,,GNVert station,GNVert S.A.,
,Seven,,,
,Elan,Elan,,
,,Essence 32,,
,Avia,Avia République,Avia,
,,,,
75016011,Elan,Elan,,
,,,,
,Wins,Wins,,
,AS 24,AS 24,,
35330001,Elan,Elan,ELAN,
,Avia,Avia,,
,,Station ASA,,
,,Station GNV Air Liquide de Noyal,Air Liquide,
,,,Endesa,
,Independent,,,
,AS24,,,
,E. Leclerc,,,
,Garage moderne,,,
,,,,
,TotalEnergies,TotalEnergies,,
35140002,Elan,,,
,Elan,Elan,,
,Total Contact,,,
,Super U,Super U,,
,Elan,Elan,,
44170003,Avia,Avia,,
,Total,Total,,
,,,,
,AS 24,AS 24,,
,,gazoil port guillaume,,
76210008,,Ets Coustham,,
,Total,Total,,
,Elan,,Elan,
,Elan,Elan,Elan,
,Total,Total,,
35190004,Avia,,,
,Total,Le Calvaire,,
,,,,
,,,,
,,,,
35660003,Café des sports,,,
,Elan,,,
,Elan,Elan,Elan,
,,,,
72230011,Intermarché,Intermarché,,
72220005,Intermarché,Intermarché,,
14880002,Elan,,,
,Carrefour,Carrefour,,
,Elan,Elan,,
,,,,
,,,,
,,,,
,Super U,Super U,Super U,
,Carrefour,Carrefour City,,
,TotalEnergies,TotalEnergies,,
,,,,
,,,,
,Elan,Elan,,
,Naturgy,L/CNG station,Gas Natural Europe,
,,,,
75008009,TotalEnergies,TotalEnergies,,
,,,,
,Elan,Elan,,
,Elan,,Elan,
,Esso,Station Esso,Esso,
,,,,
60100003,Avia,Avia,Picoty,
,Total,Total,SARL Automobiles du Centre,
,TOTAL,,,
,,,Les Hirondelles,
,,Motul,,
,Air Liquide,,Air Liquide,
,,Garage Meyer,,
,,,,
,,,,
,Esso,Esso,,
,Esso,Esso,,
,Esso,Esso,,
,,TX Express,,
,,Station à Carburant de Berry-au-Bac,,
,TotalEnergies,TotalEnergies,,
,,,,
,Esso,,,
,Shell,Shell,Shell,
,,Chez Thierry,,
,,,,
,TotalEnergies,Total Dudelange,,
,Q8,Q8,,
,,Meuse Nautic,,
,Total,Total- Garage de la Bar,,
,,Seve Claudius,,
,Esso,Esso,,
,Elan,Elan,,
,Esso,Esso Truck Fuel,,
38330005,Avia,Avia,,
,Elan,Elan,Elan,
,Elan,Elan,,
51600002,Avia,,,
,Gulf,Gulf,,
,Q8,Q8,Q8,
,,Proviridis Vgas,V-Gas,
,Carrefour,Carrefour,,
,Elan,Elan,,
,Independent,Station d'Avitaillement,,
,,,,
,,PETROLPERRET,,
,Avia,Avia,,
,Elan,Elan,Total,
,,,,
39500003,,,,
71270002,Eurl Comparet Fils,,Eurl Comparet Fils,
71470002,Avia,,Avia,
,,Garage Cobo,,
,E.Leclerc,Station Service E. Leclerc,,
,Avia,Avia,,
,Avia,AVIA Thevenin & Ducrot Distribution,,
,TotalEnergies,Total Contact,Total,
,,GNVert station,GNVert S.A.,
71640003,Dats 24,DATS 24,,
70190001,,,,
,,,,
,AS 24,AS 24,,
52200009,,,,
,Esso,Station de la Semois,Esso,
,,Petrole Fioul,,
,,,,
,AS 24,AS 24,Total,
,,,,
,Total,Total,,
77400014,Total Access,Relais de Pomponne,,
,Carrefour Contact,Carrefour Contact,Carrefour,
51800010,Intermarché,Intermarché,,
,,Air liquide Chemaudin,,
,Wit,Ets Frédéric Marée,Ets Frédéric Marée,
,Elan,Elan,Total,
,,,,
,,,,
,Total,,Total,
,Gulf,,Gulf,
,Total,Total,,
,Avia,Avia,Circuit Dijon-Prenois,
,AS 24,AS 24,,
,Avia,Avia,,
,Elan,Elan,Total,
,Enora,Enora,,
,Aral,Aral,,
,Q8,Q8,,
,Q8,Q8,,
,Lukoil,Lukoil,,
,Esso,Esso,,
,Aral,Aral,,
,Lukoil,Lukoil Truck,,
,AS 24,AS24,,
,,,,
8310001,Total,Total Contact,,
54260001,Total,Total,,
,Total,,,
,,,,
,,,,
,BP,BP,,
,TotalEnergies,Total Essey-et-Maizerais,Garage Marc,
,Shell,Shell,Shell,
,Total,Total,Total,
,Total,Total,Total,
10200001,Total,Total,,
,TotalEnergies,TotalEnergies,,
,Esso,Esso,Esso,
,TotalEnergies,TotalEnergies,Total,
54960001,Carrefour,,,
,Elan,Elan,Elan,
,,,,
,Aral,Aral,,
,Esso,Esso,,
,Texaco,Esso EG 1,,
,AS 24,AS 24,,
,,Station-service Aral,,
,Air Liquide,,,
51000007,,,,
,,,,
14100002,Total,Total,,
,Total,Station Total,,
,E.Leclerc,E. Leclerc,,
,Elan,,,
14200002,Esso,Esso,,
52320001,,,,
,,,,
,,,,
,,,,
,Elan,Elan,Plaisir cycles,
,,,,
,E.Leclerc,Station Service Choisy,,
,,De la Brière,De la Brière SARL,
78190008,,,BP,
,Intermarché,,,
,,Station hydrogène,,
27130004,,Libreco,,
54400001,Match,Match,,
,Q8,Q8,Q8,
,,Station d'Avitaillement Pont-à-Bar Services,,
,,AS24,,
,,Station GNV,endesa,
,Total,Total,,
40300008,TotalEnergies,TotalEnergies,Mme Martinez Danielle,
,,,,
40660004,,Garage Montier,Garage Montier,
,,,,
,Elan,Élan,,
,,AS24,,
,,Avia Xpress,,
,,Garage Bourcier,,
44320003,Total,Total,Garage Bois St Lys,
40130001,Total,Total,,
40200003,Esso,,Sarl Caignieu & Fils,
,Elan,Elan,,
,,Station service Kebabci,,
,,,Elan,
,Elan,,,
,Super U,Super U,Super U,
,,Zahav,,
,Total,Total,,
,Avia,Avia,Avia,
,,,,
,Esso,Esso,,
,,,,
73660001,TotalEnergies,TotalEnergies,,
,Total,Total Orcières,Ranguis J.P.,
,Élan,,,
,Elan,Tabac Presse Saint-Antoine,,
73000010,E.Leclerc,Station Service E. Leclerc,,
,Endesa,,,
,,,,
,,,,
,Total,Total,,
,,Luzaide gazolindegia,,
,,Peio gasolindegia,,
,,Luzaide,,
,Avia,Avia,Repsol,
,Elan,Elan,Elan,
,,,,
,Avia,Avia,Avia,
,,Josenea,,
,Moeve,Moeve,,
,Repsol,Repsol,,
,Repsol,Repsol,Repsol,
,,,,
,E.Leclerc,Station Service,,
85540001,Esso,Auto Primo - Garage Objois,,
85170009,Netto,,,
,Engie,,Engie,
44330002,,Garage Leray,,
,,,,
38240001,AS 24,AS 24,,
,IP,IP,Economy S.R.L.,
,Avia,Avia,,
,TotalEnergies,TotalEnergies,,
,Elan,Elan,,
,Elan,Garage de la Rossa,,
,Elan,Garage du Grand Bec,,
,,GNVert station,GNVert S.A.,
17120004,,Chez Chouchou,,
,AVIA,Station GNV,Primagaz,
33250002,TotalEnergies,Station Total,,
,,,,
,,,,
,Elan,Station essence Quemin,,
,,,,
,Élan,,,
,AS24,,,
,Carrefour,carrefour contact,Avia,
,,,,
,,,,
2100020,Total Access,Total Access,,
,E.Leclerc,Station Service E.Leclerc,,
,AS 24,AS24,,
,Super U,Super U,Super U,
80700002,BP,BP,,
,,,,
,Elan,Garage Girard,,
,,Station GNV VGAS Chambéry,,
,Garage combe,Station essence Garage combe,Garage combe,
,Elan,Elan,,
,TotalEnergies,TotalEnergies,,
,,Station Biogaz GNC,,
,Avia,,,
,Elan,Elan,,
71420001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
,TotalEnergies,TotalEnergies,La Chapelloise,TotalEnergies
,Elan,Elan,,
,,IDS,,
74190005,Avia,Avia,,
,TotalEnergies,TotalEnergies,,
,,,,
,,Total énergie contact,,
39190006,,Maximarché,,
,Avia,Avia Relais de Lux,,
74920001,Total,Total Contact,,
,,Engie,,
,,AS24,,
,,,,
,,Garage Lac,,
,,Quai des énergies,CNR;Engie,
,Avia,Avia,,
,TotalEnergies,TotalEnergies,,
,Avia,,,
,,,,
,Elan,Elan,,
,Avia,Avia,,
,TotalEnergies,Total,,
33990003,TotalEnergies,TotalEnergies,Garage Dulucq,
,Garage Vergnaud,,,
,Igol,,,
,Avia,Avia,,
38121001,,Station du Grand Chemin,,
33780001,Carrefour Market,Carrefour Market,,
8800008,Spar,Spar,,
,,,Keolis Grand Nancy,
55200001,,,,
,Avia,Avia,,
,Avia,Avia,,
,AS 24,AS 24,,
,,,,
,Elan,Elan,,
33930003,,Station du Centre,,
33990002,Carrefour,Carrefour,Carrefour,
,Shell,Shell,Shell,
,,,,
,Elan,Elan,,
42230003,,Garage Rebaud,,
,Dyneff,Dyneff,Dyneff,
16110003,Casino,Casino,,
49530001,Elan,,,
,GEG,Station GNV,Gaz et Electricité de Grenoble,
,,Station multi-énergies d’Apprieu,GEG,
,Total,,,
69630002,Elan,Station Elan,,
,TotalEnergies,TotalEnergies,,
34790003,Auchan,Auchan,,
93250005,Societe Regionale De Distribution,Station-service,Societe Regionale De Distribution,
,Avia,Avia,Avia,
,,Tabac-Presse - François Cornière,,
69110001,TotalEnergies,TotalEnergies,,
,,,,
,Tamoil,Tamoil,,
,,,,
,,,,
,,,,
,,Relais des Franches,,
,,Jubin,,
,Independent,,E. Leclerc,
,,,,
,,,,
,AS 24,AS 24,,
25600003,Intermarché,Intermarché,,
,,,Marguet,
88310002,Dats 24,Dats 24,,
,Shell,Migrol Service Kleinhüningen,Migrol,Basel Kleinhüningen
,BP,BP,,
,Mini Prix,Mini Prix,Mini Prix,
,Avia,AVIA,,
,Avia,AVIA Thevenin & Ducrot Distribution,,
,Elan,Elan,,
,Migrol,Migrol Tankstelle Ettingen,Migrol,Ettingen
,Avia,Avia,,
,,,,
,,,,
,Gust'Oil,G.S.H.C,,
,,Garage Pilou SARL,,
,,Station-Shop de la Côte,Station-Shop de la Côte,
,,Station La Fleur de Lys,,
,,Station Paupe,,
,,Garage Vallat Sàrl,,
,BEBECO,BEBECO,Schweizer Armee,
,Shell,Shell,,
,Jubin,Bonny SA,Jubin,
68125002,,,,
,BP,BP,,
25420002,Total,Station Total,Total,
,,Full automatic (CB and cash),"CHF and EURO cash, CHF for CB (fees)",
,Eni,Eni,,
,BP,BP,BP,
,Shell,Shell,Shell,
,,,,
,,Esso,,
,,Tamoil,Tamoil,
,,BP,,
,,,,
,,24/24,,
70300006,Avia,Avia,,
,Avia,Avia,,
,,,,
,,,,
,,Garage Pascal,,
,Total Contact,Station service,,
,Avia,,,
47130001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
,Coop,Coop Tankstelle,Coop Mineraloel,Allschwil
,TotalEnergies,TotalEnergies,Garage Rieger,
,TotalEnergies,TotalEnergies Am Rheinübergang,,
,Elan,Elan,Garage Hoerle,
,Elan,Elan,Garage Stroh,
,,Garage Claus,,
,,Q8,,
,,Station de la Volane,Vulco,
,,,,
,Spar,Spar,Spar,
,,BFT,,
,,Shell,,
,,,,
,,,,
,Elan,Elan,,
67580001,TotalEnergies,Total,,
,,,,
,,,,
,Coop,Coop Tankstelle,Coop Mineraloel,Basel Hochbergerstrasse
,Rudi Rüssel,Rudi Rüssel,,
,Elan,,Garage Régis Canno,
,,,,
22160001,Casino,,,
,Élan,,,
67270002,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
,,Schweinfurth,,
22480003,Total,Total,,
,,Brétéché,,
,,,,
,,,,
,,Gazole Pèche,SOCAB,
,,Gazoil Pêche,Docks & Mer,
,,Wettstein Garage,,
,Migrol,Migrol Tankstelle St. Alban,Migrol,Basel St. Alban
,,SCS Satellite Car Servic...,,
,Aral,Aral,,
,Aral,Aral,,
,TotalEnergies,TotalEnergies,,
,,,,
,Avia,,,
,Esso,Esso,Esso,
,Shell,Shell,Shell,
,JET,JET,Guerol Zorba,
61100009,Avia,,,
61440001,,Garage Letallec,,
,Coop,Coop Tankstelle,Coop Mineraloel,Binningen
,Avia,Avia,,
,E.Leclerc,Station Service Garage Meyer,,
,TotalEnergies,TotalEnergies,,
,,,,
50110001,,Total Tourlaville,,
50110005,,,,
,Esso,Esso,,
,,,Garage Martin,
26300009,,,,
,TotalEnergies,Total,,
,,,Karrgreen,
,Karrgreen,,,
22540003,Elan,Elan,Elan,
,Intermarché,Intermarché,,
,Independent,Station Fréchet EURL,,
33380003,Avia,Avia,,
29610003,Total Contact,,,
